,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-5244,3.9369912,12.692208,6.1933966,6.3493943,6
MB-6239,4.7322307,12.092376,5.864215,6.385507,8
MB-0392,3.7244408,13.196052,4.4043117,7.440646,1
MB-4845,4.2811255,12.990484,6.11337,6.358805,8
MB-4820,2.885977,13.024783,5.8712254,5.9137993,2
MB-0901,5.4874005,12.80244,1.6919167,6.4976883,10
MB-0215,3.4544592,12.067641,4.531246,7.0072484,3
MB-6225,4.0861588,13.432094,4.270393,7.333545,7
MB-0314,4.545545,12.026965,3.8156993,6.4295273,5
MB-4862,4.215053,12.22255,4.3276544,7.434762,1
MB-2801,3.8531802,11.27818,4.5366597,5.854747,2
MB-4059,4.6835594,13.335151,4.056281,6.026793,3
MB-0071,4.059488,7.5992026,5.7723985,8.551254,8
MB-7160,5.495496,12.817974,5.272953,6.6630697,9
MB-7116,5.241117,12.130136,6.0245547,6.193949,8
MB-0410,4.0401645,12.76357,3.7759295,6.5459423,3
MB-0399,3.8033023,13.7442255,3.240828,6.5007706,4
MB-4843,5.0158286,11.963676,5.2357364,6.081926,8
MB-6026,5.6957664,13.26869,5.662211,5.8463135,1
MB-0485,3.439346,13.048388,4.1146665,6.89748,9
MB-0191,4.7533607,13.175145,1.5929695,6.617632,10
MB-5603,5.1645575,12.91547,4.0092945,6.3538632,2
MB-6237,5.123244,13.146428,1.8316536,6.1742115,10
MB-5525,3.882548,12.980677,5.7479477,6.5079093,7
MB-7193,3.667348,11.678143,3.6879208,6.470505,6
MB-4127,5.885547,13.443965,5.997861,5.839249,5
MB-3467,3.8197544,11.413822,3.9892602,6.907443,5
MB-5395,5.3526845,12.508068,6.085693,5.866113,3
MB-5593,5.219837,14.151548,3.1002824,6.506262,5
MB-0194,3.7198024,11.3872595,4.8057375,6.8543954,3
MB-0573,4.126923,13.327776,4.114825,7.3726945,7
MB-5143,4.5785,13.320365,5.7356644,6.145722,4
MB-2838,3.8681917,11.20579,4.5103908,5.8901377,8
MB-0311,4.7176633,11.496418,4.881104,6.8494387,8
MB-4996,4.374082,13.530103,5.7647967,6.355068,7
MB-7289,3.579554,12.673319,3.4952598,6.4333076,4
MB-6063,6.0365944,13.593265,5.90865,5.84554,5
MB-0627,4.336655,13.401872,2.0127766,6.789072,4
MB-0435,3.743372,13.3011875,1.3790034,6.6544538,4
MB-0319,3.8085904,13.211653,5.5182586,6.891631,2
MB-3060,3.8717177,11.919308,4.6144567,6.954569,6
MB-2927,4.023813,11.257391,4.43586,6.773562,1
MB-0514,4.208716,12.569219,5.0233493,6.0703177,3
MB-0603,3.3564332,12.819319,4.7704587,7.106358,7
MB-4970,4.2542887,11.42636,5.816128,6.095552,8
MB-0506,4.362862,13.071182,3.623022,7.2875676,9
MB-5135,5.5103884,13.269626,1.5342916,6.140003,10
MB-2833,4.8007736,13.703898,1.9566152,6.8010197,10
MB-4838,4.9344473,11.93824,6.259971,6.297659,8
MB-3062,4.88039,13.264154,1.911455,6.559656,10
MB-4757,5.4233108,13.517445,1.5458459,6.5142207,10
MB-7168,3.594693,13.263814,4.7259536,7.176351,7
MB-4417,5.9716845,13.405843,5.650483,5.8005204,10
MB-0259,4.870877,12.841354,1.7497164,6.7149734,9
MB-7269,5.137088,13.333697,1.6918857,6.183238,10
MB-5645,3.5084178,12.953426,5.3612905,6.8712473,7
MB-0147,5.860769,13.218171,6.161888,5.9422574,2
MB-4711,5.080354,14.061996,2.0230327,6.8396454,5
MB-7066,3.7869217,13.670922,3.3249507,6.399357,3
MB-0257,4.101671,11.789186,5.770145,6.7212157,8
MB-7220,4.2538342,12.500528,5.2549334,5.47504,8
MB-4653,4.1775446,13.64517,3.919868,5.8579803,3
MB-0907,4.708418,13.882845,2.5787866,6.5631943,4
MB-5138,5.3540688,13.825934,2.3328106,6.540887,10
MB-4981,5.2345805,12.54619,5.7858233,6.012403,3
MB-7111,4.686767,12.998635,2.82643,6.1882486,1
MB-0174,4.4430046,13.51617,1.897302,6.575008,4
MB-7075,4.0746202,13.134789,5.1158185,6.6636705,1
MB-4591,4.8228636,13.718109,5.1791506,7.4015884,9
MB-7122,5.0634775,13.200744,3.6335263,6.442279,4
MB-5393,4.215622,13.589413,5.928416,6.3491383,7
MB-0289,3.75424,13.3137665,1.3637162,6.6606784,4
MB-5558,4.092678,13.8996315,3.6657498,6.0150995,5
MB-4750,5.037893,12.130069,6.1096253,6.2439046,8
MB-2814,3.7288675,12.191332,4.9693108,6.468787,3
MB-5471,4.57604,11.553393,4.7341623,6.5228224,3
MB-6248,5.1174455,13.555672,1.7768234,6.4603605,10
MB-2895,3.9351664,12.079769,3.0368185,5.693115,5
MB-0177,3.7565298,13.276839,4.364879,7.3658867,6
MB-7115,4.00202,11.762353,5.719192,5.9251328,5
MB-0508,4.184573,12.921642,4.453415,6.2414865,2
MB-0653,4.4214425,11.521243,5.1454906,7.071344,9
MB-0014,4.0608473,7.6046247,5.770864,8.545691,3
MB-5169,5.12742,12.053268,5.84327,6.407193,3
MB-0646,3.671282,11.404312,5.471144,6.9020753,8
MB-4976,5.367377,12.639049,6.2668185,5.862392,8
MB-2845,3.6429775,12.738198,2.819449,5.891873,4
MB-4982,5.2836695,13.445936,5.2042575,5.9331703,4
MB-0008,4.147236,12.974625,4.3760433,7.580912,9
MB-4898,3.6497865,13.250484,5.366783,6.514631,7
MB-4722,4.501643,11.606334,6.1292105,6.2345724,8
MB-0884,4.5126705,11.304753,5.029693,6.8898215,9
MB-2996,3.3759418,11.859381,4.409182,6.279283,7
MB-5510,4.6670218,12.76547,5.9808207,6.188121,3
MB-0534,3.6300833,13.755194,3.113611,5.9180317,4
MB-4959,5.053148,13.146783,5.6374826,5.9430013,3
MB-6030,4.6411676,13.691727,5.093923,7.4908733,7
MB-6023,4.5724854,12.487972,5.8137765,6.0071096,8
MB-4701,4.7306356,11.526468,6.012337,6.218434,8
MB-4987,4.7290626,12.479769,5.7823343,5.8331833,8
MB-6214,4.7727556,12.758522,5.7981925,5.8506002,3
MB-5513,5.0126414,11.919915,4.9976635,6.2833347,6
MB-0882,4.2562976,13.125875,5.764459,7.295452,7
MB-7273,4.7973294,13.406716,2.7144127,6.855419,5
MB-0350,5.4334426,13.152246,1.7561653,6.1257477,10
MB-3300,3.5047848,12.430208,4.412011,5.783482,7
MB-3748,3.4707224,12.025857,3.9297585,5.4476485,4
MB-5364,5.359994,12.8982935,5.4736986,5.7717237,3
MB-6217,4.847854,12.726632,5.303936,6.8713226,9
MB-3576,3.855199,11.42257,4.080563,5.721156,6
MB-3297,5.140871,12.844643,1.7697505,6.2450986,10
MB-3295,3.7184606,13.543415,3.268771,6.1319833,4
MB-7295,3.6826646,11.873696,4.0715127,6.873629,3
MB-2904,5.04405,13.135372,1.5298595,6.3821826,10
MB-4730,4.8123336,12.0113735,5.944248,6.198095,8
MB-7094,5.7628865,13.007942,5.6238003,6.183876,9
MB-5152,4.050687,13.418049,5.641505,6.728563,7
MB-5315,5.1676354,13.929782,2.1491284,6.724217,4
MB-4746,4.4562936,12.322421,5.350034,6.1318746,3
MB-5162,3.826336,13.371028,1.9964892,6.413347,4
MB-5155,4.8805537,13.295258,5.9051094,6.2591486,4
MB-4641,4.3772907,12.994842,5.7704673,5.97759,3
MB-5201,4.2604566,12.958136,6.125008,6.345252,8
MB-4866,4.539429,13.606227,5.159206,6.1775923,4
MB-0587,3.5705085,12.893562,5.020357,7.0046687,9
MB-7044,3.5673938,13.380269,2.4883637,6.211203,4
MB-5144,5.1108713,12.301652,5.739618,6.7192326,9
MB-0420,4.7640815,13.1240425,1.8456368,6.2279024,10
MB-0171,3.601548,13.273188,4.5092506,7.1255054,4
MB-7005,3.6577156,11.206838,5.324874,6.2786994,8
MB-6204,3.95849,13.36179,4.0497093,6.5149646,4
MB-7148,3.9730527,12.541573,5.3585024,5.795793,8
MB-5450,5.2663784,13.720074,1.9276735,6.5664883,10
MB-0293,3.7735963,13.433147,2.348058,6.309308,4
MB-7023,4.5010896,13.176262,1.797658,6.537662,10
MB-4859,4.878873,14.021257,2.5717347,6.5748234,4
MB-5300,4.869802,11.497715,5.3336945,6.658674,8
MB-0550,4.4650683,11.269693,4.9970927,6.8212614,8
MB-4717,5.3735733,13.377686,1.606342,6.1711206,10
MB-0507,4.2125974,11.449033,4.890714,6.9752865,3
MB-6306,4.409061,11.661269,4.7299047,7.2440925,1
MB-5199,4.8539796,13.667872,3.2983673,6.463891,5
MB-7288,3.8891332,11.091194,4.762432,6.5480266,8
MB-2820,4.244047,12.745021,4.64779,5.9136214,3
MB-5531,4.974439,13.695452,1.9585576,6.4182267,10
MB-4896,4.7643576,13.682938,3.697906,6.1870923,5
MB-4738,4.0020275,13.923098,3.79729,6.0208635,3
MB-4328,4.2397175,12.303103,6.0840144,6.3612385,7
MB-4640,4.553728,13.531614,5.3417735,6.558071,7
MB-4434,6.0148544,13.555492,6.0649405,6.253887,9
MB-0589,3.6315103,11.460563,5.4772773,6.8234434,5
MB-4911,5.468384,13.575822,1.6196373,6.484729,10
MB-5072,4.0586653,13.757291,3.335003,6.6005917,4
MB-5556,3.8057353,13.209172,5.189298,7.0819454,1
MB-0649,4.518539,12.844377,4.533959,7.5515294,7
MB-5427,5.5216875,13.391874,2.1115336,6.0232644,9
MB-3871,3.877874,11.326691,4.947432,6.564854,8
MB-7197,3.850154,11.661288,5.676102,6.096444,8
MB-5040,4.6619573,11.506335,4.6556845,6.476683,6
MB-5602,4.852888,13.647585,2.1043434,6.826157,10
MB-7058,3.4208503,12.770219,3.846391,6.1053925,3
MB-5409,5.0528536,13.737213,2.6577928,6.7546983,5
MB-7050,4.2086587,12.565615,4.906385,5.881256,5
MB-0641,3.5935094,13.408661,2.58207,6.238514,4
MB-5543,4.6632977,12.18864,4.9134083,6.306279,3
MB-7102,2.9677286,12.697898,5.941578,5.966871,3
MB-3459,4.3488107,11.929191,4.054723,7.0721836,7
MB-5495,5.00476,12.337169,4.8402705,6.050496,4
MB-4154,5.335983,14.077725,2.2277915,6.849,4
MB-4148,5.7498984,12.945543,5.6011004,6.1933527,9
MB-0318,3.853828,13.968648,3.5087116,5.8755364,4
MB-0266,3.4605553,11.899302,4.100644,6.54414,8
MB-5173,5.501877,13.261605,1.814661,6.1760025,10
MB-5039,4.927023,12.300467,6.138931,6.245746,1
MB-7018,3.7391732,12.102483,3.6218586,5.965441,9
MB-6075,4.867511,13.723955,5.333325,7.3278027,7
MB-2931,4.0079284,11.330433,4.362904,6.912178,8
MB-4867,4.709596,12.354578,5.186151,5.9374347,3
MB-4702,5.5068603,12.855736,5.3999043,6.1944556,9
MB-0066,3.469227,13.025118,4.8738203,7.0418577,7
MB-5338,5.0819616,13.183691,4.411975,6.7948627,1
MB-0280,3.8396652,13.08842,5.5129356,6.1683593,7
MB-7249,2.9784706,12.517327,6.006339,6.046465,8
MB-6068,5.330544,13.289445,1.6810868,6.0142508,4
MB-0198,3.7239387,11.405467,4.6817017,7.0347905,8
MB-5222,5.243383,13.90677,1.9365989,6.8642154,10
MB-3502,4.96523,13.520462,1.8579644,6.46659,10
MB-4633,3.897632,13.310247,5.229706,6.7315574,4
MB-0146,4.4157224,11.74039,4.963662,7.236794,1
MB-3292,5.212185,13.402248,1.6759292,6.3546314,10
MB-0630,3.8789551,12.599287,5.382797,6.016068,1
MB-5224,4.798747,13.30599,5.063551,6.4074364,7
MB-5623,5.0155315,12.270559,4.8790693,6.0797462,3
MB-5370,3.7186923,12.7327,6.1593323,6.4086423,8
MB-0453,4.1504226,12.415478,3.6611342,6.7495995,2
MB-0426,3.6850486,11.652847,4.246079,6.870073,3
MB-5614,5.053555,12.559357,4.2808867,6.321935,9
MB-4368,6.2274756,13.488544,6.263286,5.809691,8
MB-5126,5.399309,13.078636,2.152466,6.3143406,10
MB-5329,4.6775107,13.227479,5.7492733,6.156453,2
MB-0079,4.0708346,7.6355033,5.7767544,8.557386,10
MB-2835,3.813513,11.477529,4.51664,5.8878307,3
MB-4966,4.46109,12.295345,4.6035094,5.842229,3
MB-2953,3.7641017,11.633725,3.349233,5.561643,10
MB-6144,5.17845,14.0114975,1.8104517,6.836839,10
MB-2929,3.937185,13.197393,3.3482864,6.7683654,4
MB-6346,5.477039,12.653206,6.349985,5.9257975,8
MB-0465,4.128565,11.587563,5.1925898,7.142835,5
MB-3357,4.378004,11.173551,5.2218494,6.4754233,9
MB-7024,4.35312,11.894568,4.211193,7.323778,1
MB-3536,3.7357967,11.5426655,3.7689722,5.6431875,5
MB-5520,4.1052985,13.142828,4.297834,7.3180556,7
MB-7087,5.5175734,13.332895,1.7109774,6.416703,10
MB-3032,3.74112,11.140268,4.5231667,6.1733346,3
MB-4893,5.3203506,13.605522,1.9804946,6.584065,10
MB-7182,4.955588,12.323896,4.927781,6.927391,9
MB-7262,4.2513347,12.49219,4.127309,6.30461,9
MB-0036,3.6521955,12.577695,5.589685,6.0837865,3
MB-4797,4.6977067,12.559203,4.8482137,5.9423323,2
MB-6157,4.966081,13.864268,2.8936899,6.707983,5
MB-0053,4.0346303,7.6260667,5.745517,8.523963,7
MB-4871,4.7611794,13.158116,3.598501,6.1260467,5
MB-7159,5.8019814,13.509924,1.6987823,6.286468,10
MB-5311,3.8253956,13.077776,2.7537036,6.239444,4
MB-0307,3.9724982,12.434032,4.0255904,7.182061,5
MB-0287,4.3182364,13.440311,4.698544,7.610984,7
MB-6336,5.3750563,13.693689,1.7953148,6.461067,2
MB-4793,5.762285,13.116978,4.2499204,5.945946,10
MB-6329,4.9865465,13.313576,4.20099,6.7987685,9
MB-4694,5.6707873,13.527932,2.0678065,6.367392,10
MB-4698,4.863599,13.128374,4.988724,5.854715,3
MB-7299,3.8749206,11.943921,4.0404963,6.902649,10
MB-4737,3.8875155,12.801331,5.050142,6.8860373,1
MB-0425,3.9235754,11.320004,5.2798095,6.8823543,3
MB-3365,2.8112454,13.000839,5.8043327,5.8523583,7
MB-0235,3.5511577,12.685133,5.038193,7.0197554,8
MB-5633,5.01619,14.005648,1.916576,6.9021125,4
MB-2850,4.922983,13.724027,1.7561834,6.741381,10
MB-2708,3.4694426,11.719643,4.629455,6.559197,7
MB-4274,5.398996,12.630217,6.380512,5.9187584,8
MB-0895,3.443826,11.643369,5.022282,7.070778,5
MB-5267,4.5795007,13.791496,3.4323342,6.203211,2
MB-0568,3.5192246,13.093766,4.772244,7.2265244,7
MB-6156,4.683029,12.113748,4.6830134,7.101616,5
MB-0621,3.6602542,13.182217,4.2746043,7.2605605,4
MB-7041,3.6264112,12.424101,4.077421,6.638509,3
MB-4331,4.502092,13.504299,4.808556,5.987301,1
MB-0393,4.450139,12.813421,3.4758632,7.1998386,2
MB-0145,3.5064616,13.267201,4.021172,6.0637455,3
MB-0361,4.175553,11.713976,4.7760286,7.3072653,5
MB-5063,4.169607,12.337587,3.5086787,6.6353445,5
MB-2944,3.5021026,11.667524,4.5776396,6.5764637,8
MB-4333,5.0805206,12.798902,5.6555586,5.5680566,3
MB-0495,3.554127,13.055848,2.9176362,6.2362933,4
MB-5565,5.1579976,13.556889,1.7142153,6.516028,10
MB-4360,6.3134828,13.770285,5.8613367,5.8464108,5
MB-5312,5.14691,13.740224,2.183335,6.7141476,5
MB-0525,4.361933,13.063694,3.0698044,6.662759,4
MB-4791,4.879944,12.669001,4.179936,6.000094,4
MB-5281,4.603327,13.974893,4.5049148,6.237955,4
MB-5485,4.9803443,13.339911,5.0047884,6.9355407,9
MB-0619,4.0264015,12.867429,4.1218777,7.5350685,4
MB-0324,4.2052274,12.395096,4.6049685,7.764158,6
MB-7060,4.459445,12.937065,5.211003,5.48556,3
MB-2932,3.3498588,12.270224,4.7258134,6.4425864,2
MB-4832,4.961882,12.221836,5.167221,6.00884,3
MB-0050,3.499511,13.103973,3.9780576,6.102725,8
MB-5432,4.484801,13.721439,4.920098,7.5584507,7
MB-5655,5.690005,13.445405,1.7809621,6.132139,10
MB-2705,3.8187296,12.34167,5.3149996,6.076739,3
MB-4318,4.913099,13.553987,5.1038213,7.3640466,1
MB-2823,3.9515064,12.878682,3.5581698,5.7252903,4
MB-0874,5.5218635,12.837264,1.6248039,6.512482,10
MB-0154,3.527596,13.49966,3.1294177,5.9483876,4
MB-5638,4.7606983,13.489069,5.0937757,7.523117,7
MB-0107,4.070341,7.6037846,5.7770224,8.557853,1
MB-3371,4.1717305,11.139371,5.19515,6.332883,8
MB-5591,4.8490663,12.197659,4.948464,6.0457907,3
MB-7062,3.43015,12.344934,4.6498847,7.122098,3
MB-0610,3.9079313,13.390389,2.816169,6.6043267,4
MB-0885,3.644356,13.519431,2.8004367,6.060353,4
MB-0295,3.6506011,13.044985,4.0165915,7.1042576,4
MB-5332,5.2800956,13.749259,4.6867943,6.189523,5
MB-0897,3.7911162,13.614166,4.440118,6.5242705,4
MB-5478,4.474307,11.699541,4.6879396,6.180893,3
MB-4654,5.686785,12.837617,5.9834805,5.7848687,8
MB-6182,5.07135,13.3807955,2.7525487,6.925747,1
MB-0180,4.0443544,12.327825,5.3872957,6.897161,8
MB-6150,4.2625065,13.139575,3.9940155,6.9006305,4
MB-0226,3.9313018,11.261899,5.0991697,6.4503236,8
MB-6359,4.4602466,13.483796,4.3414326,6.9343033,6
MB-7118,3.9910796,11.813169,5.736504,6.360201,8
MB-0220,4.5363317,13.795729,1.9722568,6.8221,4
MB-3271,5.189335,13.21355,1.5356354,6.3766828,10
MB-0035,4.1996446,12.316462,5.3132486,5.8490086,3
MB-5328,4.1097336,13.390873,5.2920256,6.512384,1
MB-0659,3.892476,13.9228325,3.4930494,5.8850427,4
MB-5064,2.8649857,13.105403,5.988058,5.8493485,4
MB-4998,4.7048244,11.766594,6.157368,6.1948223,8
MB-6234,3.993577,13.686224,4.0155325,6.1094904,4
MB-3547,3.51869,11.895892,3.7003658,5.527416,4
MB-4763,5.267713,12.773711,4.665274,6.0533166,5
MB-0119,3.5120087,12.977264,4.6840215,7.3302064,7
MB-4408,6.2316656,13.814229,5.7693377,5.9046974,9
MB-4685,4.8356485,13.163206,5.1301665,7.390845,6
MB-5049,4.999745,12.41406,5.3075004,7.249833,8
MB-7277,3.7974653,11.26501,5.425249,6.1321363,8
MB-0650,3.4966867,12.342488,4.3017306,7.325671,2
MB-5324,4.792169,13.087312,5.423844,5.981392,3
MB-3510,3.9163144,13.362832,5.580927,6.4740825,7
MB-4642,3.6545637,12.934381,4.897376,7.013694,6
MB-0285,3.5421057,13.410724,2.5099607,6.1884646,4
MB-5583,4.9479628,12.185117,4.935703,6.053334,7
MB-2821,3.7287588,12.928666,2.5868483,6.1970773,4
MB-6017,3.9131122,12.785586,6.045461,6.482188,3
MB-5616,5.1937613,13.677117,1.7465767,6.6153555,10
MB-5118,4.5006833,11.473878,4.9666257,6.0655746,3
MB-5191,5.2622733,12.232775,5.903767,6.08224,8
MB-6195,3.9541352,12.223644,4.522463,6.06344,3
MB-7258,4.566009,12.564413,3.2459946,5.700417,10
MB-0046,3.8910315,11.267387,5.589529,6.584789,5
MB-6060,4.7373767,13.20028,4.002394,7.1057415,5
MB-0305,4.637814,11.496683,5.211965,6.7455397,8
MB-4974,5.2352686,13.60199,1.7721626,6.4130535,10
MB-6097,6.277294,13.442224,6.5235457,5.7669578,8
MB-5580,3.481993,13.377757,5.1442285,6.210858,4
MB-0256,3.7733812,11.2619915,4.700153,6.749772,3
MB-5008,5.2368197,13.476145,4.6738377,6.247126,10
MB-0039,4.0386558,7.6134214,5.7542953,8.530164,4
MB-5017,5.146298,14.01823,2.1361938,6.869729,4
MB-5646,4.8560734,11.920113,5.150451,6.6989274,1
MB-0553,3.901879,12.227792,5.4029384,6.5064874,5
MB-6263,4.451652,12.78792,4.3417335,6.126811,4
MB-6012,6.1184893,13.285736,6.4491205,5.786191,8
MB-5182,4.599892,13.1250515,5.9663806,6.203661,3
MB-4906,4.715773,13.467108,5.2695336,6.906168,9
MB-7142,4.805484,13.820509,5.3031926,7.2129674,2
MB-5552,5.434187,13.091568,4.862565,6.325852,6
MB-0242,4.023446,11.521808,5.139625,7.1239805,8
MB-4421,5.782373,13.072723,6.4161344,5.8374734,7
MB-0383,4.217559,12.838963,3.884011,6.502827,1
MB-6069,4.454869,13.502004,4.814987,7.5973563,7
MB-2536,3.6361818,11.530031,3.5059247,5.5397635,3
MB-5459,4.3278723,11.725019,4.316134,6.347997,5
MB-0529,4.4895525,11.604369,5.038674,7.18385,8
MB-0302,3.4551995,11.918713,4.0799294,6.736698,3
MB-7143,4.0975018,12.188736,3.7431755,6.3495007,5
MB-0398,4.2199535,12.11347,3.7366323,6.6847906,6
MB-5086,5.046454,12.869179,6.287143,5.9901953,8
MB-3351,3.8432946,11.33716,4.4526343,6.613894,3
MB-0346,4.481753,12.625633,4.636872,6.9297333,5
MB-4281,5.6600695,12.926826,5.3904233,6.467847,9
MB-0490,2.9470897,13.163565,5.70718,5.9435925,4
MB-0170,3.63473,13.130757,3.7098508,6.140027,3
MB-0179,4.230206,13.532358,1.8981373,6.6868916,4
MB-3497,3.6971605,11.650503,3.50551,5.591244,5
MB-6218,4.673651,13.678448,3.9501457,6.853122,1
MB-0538,4.361312,12.157727,4.3514714,7.5439987,9
MB-3506,4.0057344,11.676501,3.798967,5.821526,1
MB-0299,4.74122,13.106213,2.4349196,6.579133,10
MB-6201,4.5186,13.717683,4.989272,7.548624,9
MB-7219,3.8584962,12.452578,5.0864286,5.8415976,8
MB-5097,5.224799,12.975318,4.4619794,6.217901,1
MB-0238,5.2341757,13.572247,1.7165556,6.7324877,10
MB-0172,3.832408,11.979228,4.3487315,6.688982,3
MB-5472,4.2606297,11.692479,5.979092,6.3469524,8
MB-5647,4.6484194,12.460933,5.527336,6.549343,6
MB-5044,3.133113,13.045365,5.936781,5.9066534,4
MB-3840,3.485679,11.817713,3.9533315,5.7009025,6
MB-0505,3.5715077,12.993286,3.4896975,6.343433,4
MB-2728,4.2685337,11.941567,4.253474,7.294559,9
MB-5106,3.8943696,13.561264,4.893624,7.1343746,6
MB-7080,3.7206268,11.205285,5.431421,6.2161922,8
MB-0545,3.7198164,13.1278715,4.351271,7.4705453,6
MB-4925,4.6164155,12.401039,5.007654,6.2584467,7
MB-5110,4.146062,13.315944,4.294298,5.912478,3
MB-5204,4.548436,13.109525,6.0206223,6.330853,3
MB-0385,4.184116,12.52779,4.488255,7.6871996,9
MB-2643,3.6924732,13.308643,1.2995237,6.6796436,4
MB-6230,4.440892,12.925328,4.6801867,6.2520843,3
MB-5553,3.6317189,13.40258,4.567583,6.582356,2
MB-7114,5.5011344,13.536192,1.6739664,6.3224735,10
MB-5327,4.9192934,13.693713,4.120566,6.5889115,5
MB-2617,3.6054475,11.594767,3.4751897,5.515996,4
MB-5229,4.698788,11.758193,5.258021,6.9779224,5
MB-0578,3.684588,13.669909,3.163763,5.9613404,4
MB-0341,3.9200735,11.383489,4.991534,7.0138974,8
MB-5590,4.7046976,12.317095,4.5723352,6.2006083,4
MB-5139,4.924587,11.674948,5.0594573,6.536948,1
MB-4929,5.2941947,13.088375,5.7889996,5.897798,5
MB-4944,5.062807,12.097423,6.333762,6.2070007,2
MB-0308,3.6543348,13.525901,4.0847573,5.9906244,3
MB-0233,4.3866262,11.7564335,4.455649,7.275585,2
MB-3453,3.9887495,11.936454,3.2750454,5.592302,10
MB-0658,5.0322795,13.52797,1.8278425,6.615327,10
MB-6232,3.6161942,12.197032,5.533672,6.691196,3
MB-7284,4.1801085,11.951728,5.1282077,7.135253,6
MB-0583,4.0473866,12.82459,5.868426,6.4786024,3
MB-5228,4.947118,12.962612,5.4727297,7.1541533,7
MB-0062,4.0711164,7.5949874,5.784396,8.564861,10
MB-6183,4.310228,12.980438,5.9522147,6.1046124,8
MB-0136,3.9806018,12.347394,3.2957914,6.9338565,3
MB-6256,2.830819,12.859827,6.0432434,5.9545045,3
MB-5278,3.9758174,13.790776,3.67355,6.079291,4
MB-4881,5.546838,13.374163,1.5135452,6.2646112,10
MB-0248,4.4111924,11.337093,5.9001513,6.295043,8
MB-5292,4.5392585,11.877035,4.4481764,6.981994,5
MB-0899,4.1709824,11.516795,4.9837847,7.0213246,8
MB-5184,3.883993,12.282741,4.2630672,6.0790687,4
MB-3487,4.164033,12.281771,4.468971,7.6530657,1
MB-4120,5.5284705,12.761587,6.2273912,5.7723002,8
MB-3367,5.0789747,13.458513,1.4996396,6.7534776,10
MB-0185,3.6391842,13.260277,4.7067704,7.344636,9
MB-6245,5.811333,13.495752,5.067975,6.178281,10
MB-5127,3.8172743,12.665666,5.8431926,7.1417575,1
MB-3253,4.321652,13.054466,4.0478077,7.1977963,9
MB-6194,4.193477,13.389056,4.271687,7.110417,4
MB-0130,3.8705878,12.366328,4.5810385,7.2155347,5
MB-5431,4.5859513,13.522011,2.5396867,5.9573507,4
MB-5253,5.2837133,12.661708,5.497017,5.932798,3
MB-4675,4.520051,11.915738,6.0837107,6.119887,8
MB-5310,4.516247,12.948002,5.9940553,6.297144,3
MB-7238,4.3664474,11.588377,5.3424096,6.928356,8
MB-4709,4.626039,12.258265,6.115954,5.8984156,8
MB-6288,3.9230356,13.538579,5.024039,6.4812503,6
MB-6092,4.786145,13.185661,4.4748244,6.0118623,3
MB-6257,4.5577936,11.80135,6.015464,6.358631,8
MB-7112,3.890594,13.057973,4.5602503,6.776094,2
MB-4329,3.929465,12.760626,5.973545,6.8016562,7
MB-6184,4.547998,12.974168,4.903018,6.9965854,2
MB-6065,5.925511,13.182691,6.410496,5.859284,8
MB-5231,4.8162084,13.260863,5.076825,5.904367,5
MB-5330,5.169478,12.655261,6.1143823,6.2473745,8
MB-5350,4.420418,13.090154,4.5249305,6.1329565,4
MB-0654,3.5634284,11.899963,5.651617,6.7954845,8
MB-5435,4.506233,13.365753,5.043044,6.936837,9
MB-0444,4.9387813,12.154897,6.0435104,6.4648495,8
MB-5104,4.8099766,13.405808,5.694925,6.088506,8
MB-5290,4.6296334,11.764848,6.1391582,6.09176,8
MB-5622,4.801867,11.985922,4.774678,7.061521,1
MB-7256,4.044923,12.831594,3.8253546,5.8409243,5
MB-0412,4.15387,12.08278,4.3815284,7.17171,6
MB-4254,5.397101,13.377187,1.856014,6.4626937,10
MB-5457,4.758723,11.568276,4.875289,6.710275,3
MB-6223,5.1394324,13.789156,2.0582917,6.8568788,10
MB-3303,3.7175825,11.590103,4.152198,6.4735656,4
MB-4548,6.2915916,13.826935,5.86251,5.9015517,4
MB-0601,4.0718837,12.0349455,4.402188,7.037863,10
MB-0211,3.9440417,12.590859,3.1088006,6.7352147,9
MB-7141,3.7119973,13.554635,4.240221,6.072593,7
MB-0083,4.0740643,7.590686,5.7846093,8.561072,2
MB-0099,4.0601163,7.6151843,5.7656054,8.558985,4
MB-5190,6.1436605,13.775486,5.818195,5.9322553,4
MB-3350,2.9311874,12.574425,5.9629846,6.035362,3
MB-4354,5.8517776,13.26301,5.820944,5.826041,1
MB-0635,3.6532247,13.288442,1.2393053,6.6727395,4
MB-5235,4.5786233,13.782405,2.8199768,6.230937,9
MB-0279,3.7508874,13.411687,2.8135118,6.2911706,4
MB-6179,5.16801,12.9459505,6.1240344,6.2235856,8
MB-2712,3.654836,13.209156,4.868286,7.128434,7
MB-6098,5.3815393,13.254049,1.5721478,6.0476966,10
MB-4593,5.8659086,13.0401535,6.377006,5.8001156,8
MB-7069,4.1943283,12.275634,3.1603968,6.749381,5
MB-0637,4.0682564,12.071367,4.3033037,7.403592,10
MB-2634,3.978428,11.090481,4.5071545,6.5138764,2
MB-3838,3.631771,11.568836,5.57655,6.563841,8
MB-2901,3.7623918,11.50627,4.45495,5.847211,8
MB-0249,3.5519843,11.940605,4.878525,7.1523266,10
MB-2556,3.6293979,13.124578,2.5977616,6.05043,4
